TITLE	CA
DATA TYPE	INFRARED SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	24/11/05
TIME	12:01:37
SPECTROMETER/DATA SYSTEM	
LOCALE	3082
RESOLUTION	
DELTAX	0,964233
XUNITS	1/CM
YUNITS	TRANSMITTANCE
FIRSTX	  399,1927
LASTX	 4000,6047
NPOINTS	    3736
FIRSTY	    68,00873
MAXY	    99,03922
MINY	    16,35128
XYDATA
853,3466	94,4514
854,3109	94,3863
855,2751	94,3405
856,2393	94,3278
857,2036	94,3646
858,1678	94,4616
859,1320	94,6179
860,0963	94,8206
861,0605	95,0503
862,0247	95,2892
862,9890	95,5271
863,9532	95,7612
864,9174	95,9918
865,8817	96,2176
866,8459	96,4328
867,8101	96,629
868,7744	96,7984
869,7386	96,9366
870,7028	97,0438
871,6671	97,125
872,6313	97,1904
873,5955	97,2533
874,5598	97,3283
875,5240	97,4258
876,4882	97,5482
877,4525	97,6885
878,4167	97,8344
879,3809	97,9736
880,3452	98,0994
881,3094	98,2115
882,2736	98,3134
883,2379	98,408
884,2021	98,4952
885,1663	98,5724
886,1306	98,6366
887,0948	98,6874
888,0590	98,728
889,0233	98,7646
889,9875	98,8036
890,9517	98,8488
891,9160	98,8981
892,8802	98,9438
893,8444	98,9762
894,8087	98,9885
895,7729	98,9808
896,7371	98,9605
897,7014	98,938
898,6656	98,9337
899,6298	98,9675
900,5941	99,0013
901,5583	99,0273
902,5225	99,0392
903,4868	99,0347
904,4510	99,0146
905,4152	98,982
906,3795	98,9405
907,3437	98,8929
908,3079	98,8396
909,2722	98,7766
910,2364	98,6956
911,2006	98,5871
912,1649	98,4447
913,1291	98,27
914,0933	98,0726
915,0576	97,8669
916,0218	97,6658
916,9860	97,4769
917,9503	97,3016
918,9145	97,1372
919,8787	96,9799
920,8430	96,8261
921,8072	96,6723
922,7714	96,5153
923,7357	96,3535
924,6999	96,1882
925,6641	96,0239
926,6284	95,8658
927,5926	95,7152
928,5568	95,5665
929,5211	95,4079
930,4853	95,2262
931,4495	95,0132
932,4138	94,7694
933,3780	94,5033
934,3422	94,2269
935,3065	93,9505
936,2707	93,6801
937,2349	93,4182
938,1992	93,1651
939,1634	92,9198
940,1276	92,6795
941,0919	92,4394
942,0561	92,1943
943,0203	91,9423
943,9846	91,6889
944,9488	91,4473
945,9130	91,2347
946,8773	91,0652
947,8415	90,9431
948,8057	90,8609
949,7700	90,8021
950,7342	90,7481
951,6984	90,6837
952,6627	90,6008
953,6269	90,4983
954,5911	90,3783
955,5554	90,243
956,5196	90,0917
957,4838	89,9199
958,4481	89,7216
959,4123	89,4943
960,3765	89,2428
961,3408	88,9822
962,3050	88,7343
963,2692	88,5207
964,2335	88,3545
965,1977	88,2356
966,1619	88,1523
967,1262	88,0885
968,0904	88,0314
969,0546	87,9761
970,0189	87,925
970,9831	87,8835
971,9473	87,8556
972,9116	87,8418
973,8758	87,8395
974,8400	87,8437
975,8043	87,8471
976,7685	87,8398
977,7327	87,8098
978,6970	87,7464
979,6612	87,6437
980,6254	87,5028
981,5897	87,3307
982,5539	87,1355
983,5181	86,922
984,4824	86,69
985,4466	86,4368
986,4108	86,1625
987,3751	85,8741
988,3393	85,5859
989,3035	85,3157
990,2678	85,0786
991,2320	84,8818
992,1962	84,7217
993,1605	84,5862
994,1247	84,4589
995,0889	84,3251
996,0532	84,1765
997,0174	84,0135
997,9816	83,8426
998,9459	83,6728
999,9101	83,5088
1000,8743	83,3479
1001,8386	83,1808
1002,8028	82,9967
1003,7670	82,7907
1004,7313	82,5686
1005,6955	82,3452
1006,6597	82,1371
1007,6240	81,9531
1008,5882	81,7885
1009,5524	81,6254
1010,5167	81,4403
1011,4809	81,2143
1012,4451	80,9399
1013,4094	80,6228
1014,3736	80,2769
1015,3378	79,9184
1016,3021	79,5598
1017,2663	79,2078
1018,2305	78,8634
1019,1948	78,5228
1020,1590	78,1795
1021,1232	77,8244
1022,0875	77,4477
1023,0517	77,0406
1024,0160	76,5981
1024,9802	76,1202
1025,9445	75,6117
1026,9087	75,0798
1027,8729	74,532
1028,8372	73,9739
1029,8014	73,4095
1030,7656	72,8417
1031,7299	72,273
1032,6941	71,7042
1033,6583	71,133
1034,6226	70,5553
1035,5868	69,9671
1036,5510	69,3696
1037,5153	68,7701
1038,4795	68,1807
1039,4437	67,6138
1040,4080	67,0774
1041,3722	66,5753
1042,3364	66,1113
1043,3007	65,6943
1044,2649	65,3413
1045,2291	65,0745
1046,1934	64,9154
1047,1576	64,8782
1048,1218	64,9672
1049,0861	65,1759
1050,0503	65,4895
1051,0145	65,8864
1051,9788	66,34
1052,9430	66,8214
1053,9072	67,3017
1054,8715	67,7557
1055,8357	68,164
1056,7999	68,513
1057,7642	68,7951
1058,7284	69,0074
1059,6926	69,1522
1060,6569	69,2361
1061,6211	69,269
1062,5853	69,2615
1063,5496	69,2236
1064,5138	69,1638
1065,4780	69,0901
1066,4423	69,0102
1067,4065	68,9314
1068,3707	68,8597
1069,3350	68,7989
1070,2992	68,7492
1071,2634	68,708
1072,2277	68,6693
1073,1919	68,6238
1074,1561	68,5612
1075,1204	68,473
1076,0846	68,3574
1077,0488	68,2222
1078,0131	68,0823
1078,9773	67,9532
1079,9415	67,8427
1080,9058	67,7465
1081,8700	67,6514
1082,8342	67,5434
1083,7985	67,4175
1084,7627	67,2816
1085,7269	67,1522
1086,6912	67,0456
1087,6554	66,9678
1088,6196	66,9101
1089,5839	66,8522
1090,5481	66,7699
1091,5123	66,6444
1092,4766	66,4685
1093,4408	66,248
1094,4050	65,9993
1095,3693	65,7428
1096,3335	65,4974
1097,2977	65,2755
1098,2620	65,0821
1099,2262	64,9161
1100,1904	64,7747
1101,1547	64,6568
1102,1189	64,5653
1103,0831	64,5051
1104,0474	64,4804
1105,0116	64,4907
1105,9758	64,5296
1106,9401	64,586
1107,9043	64,6479
1108,8685	64,7047
1109,8328	64,75
1110,7970	64,7809
1111,7612	64,7974
1112,7255	64,8016
1113,6897	64,7971
1114,6539	64,7882
1115,6182	64,7787
1116,5824	64,7699
1117,5466	64,759
1118,5109	64,7399
1119,4751	64,706
1120,4393	64,6538
1121,4036	64,5863
1122,3678	64,513
1123,3320	64,4462
1124,2963	64,3965
1125,2605	64,3683
1126,2247	64,358
1127,1890	64,3557
1128,1532	64,3492
1129,1174	64,3282
1130,0817	64,2872
1131,0459	64,2261
1132,0101	64,1497
1132,9744	64,0651
1133,9386	63,9796
1134,9028	63,8985
1135,8671	63,8242
1136,8313	63,7555
1137,7955	63,6881
1138,7598	63,6152
1139,7240	63,5288
1140,6882	63,4225
1141,6525	63,2921
1142,6167	63,1373
1143,5809	62,9607
1144,5452	62,7665
1145,5094	62,5585
1146,4736	62,3399
1147,4379	62,1142
1148,4021	61,8878
1149,3663	61,6713
1150,3306	61,4799
1151,2948	61,3315
1152,2590	61,2426
1153,2233	61,2234
1154,1875	61,2736
1155,1517	61,3807
1156,1160	61,5225
1157,0802	61,672
1158,0444	61,8052
1159,0087	61,9058
1159,9729	61,9671
1160,9371	61,989
1161,9014	61,9721
1162,8656	61,915
1163,8298	61,8136
1164,7941	61,6647
1165,7583	61,4702
1166,7225	61,2384
1167,6868	60,9817
1168,6510	60,7125
1169,6152	60,4385
1170,5795	60,1625
1171,5437	59,8834
1172,5079	59,6009
1173,4722	59,3172
1174,4364	59,0378
1175,4006	58,7698
1176,3649	58,5195
1177,3291	58,2909
1178,2933	58,0854
1179,2576	57,902
1180,2218	57,7371
1181,1860	57,585
1182,1503	57,4392
1183,1145	57,294
1184,0787	57,1464
1185,0430	56,9971
1186,0072	56,8494
1186,9714	56,7073
1187,9357	56,5739
1188,8999	56,4503
1189,8641	56,3373
1190,8284	56,2359
1191,7926	56,148
1192,7568	56,0758
1193,7211	56,0199
1194,6853	55,9796
1195,6495	55,9529
1196,6138	55,9372
1197,5780	55,9301
1198,5422	55,9278
1199,5065	55,9247
1200,4707	55,9124
1201,4349	55,8817
1202,3992	55,8236
1203,3634	55,7318
1204,3276	55,6036
1205,2919	55,4393
1206,2561	55,2422
1207,2203	55,0167
1208,1846	54,7682
1209,1488	54,5023
1210,1130	54,2255
1211,0773	53,9458
1212,0415	53,6738
1213,0057	53,4217
1213,9700	53,2015
1214,9342	53,0227
1215,8984	52,89
1216,8627	52,8034
1217,8269	52,7585
1218,7911	52,7479
1219,7554	52,7624
1220,7196	52,7913
1221,6838	52,8235
1222,6481	52,8484
1223,6123	52,8577
1224,5765	52,8474
1225,5408	52,8189
1226,5050	52,7764
1227,4692	52,7236
1228,4335	52,6607
1229,3977	52,5844
1230,3619	52,491
1231,3262	52,3803
1232,2904	52,2577
1233,2546	52,1313
1234,2189	52,0072
1235,1831	51,8866
1236,1473	51,7657
1237,1116	51,6403
1238,0758	51,5094
1239,0400	51,3761
1240,0043	51,2445
1240,9685	51,1164
1241,9327	50,9894
1242,8970	50,8587
1243,8612	50,7213
1244,8254	50,5779
1245,7897	50,4328
1246,7539	50,291
1247,7181	50,1558
1248,6824	50,0276
1249,6466	49,9057
1250,6108	49,7888
1251,5751	49,6767
1252,5393	49,57
1253,5035	49,4687
1254,4678	49,3717
1255,4320	49,2752
1256,3962	49,1726
1257,3605	49,056
1258,3247	48,9198
1259,2889	48,7639
1260,2532	48,5959
1261,2174	48,4273
1262,1816	48,2672
1263,1459	48,117
1264,1101	47,9693
1265,0743	47,8136
1266,0386	47,6421
1267,0028	47,4543
1267,9670	47,2564
1268,9313	47,0563
1269,8955	46,8588
1270,8597	46,6627
1271,8240	46,4623
1272,7882	46,2504
1273,7524	46,0206
1274,7167	45,7693
1275,6809	45,4938
1276,6451	45,1924
1277,6094	44,8637
1278,5736	44,5081
1279,5378	44,1285
1280,5021	43,7318
1281,4663	43,3276
1282,4305	42,9268
1283,3948	42,5386
1284,3590	42,1695
1285,3232	41,8237
1286,2875	41,5061
1287,2517	41,2241
1288,2159	40,9887
1289,1802	40,8112
1290,1444	40,6997
1291,1086	40,6565
1292,0729	40,6789
1293,0371	40,7622
1294,0013	40,9006
1294,9656	41,0866
1295,9298	41,3094
1296,8940	41,5547
1297,8583	41,806
1298,8225	42,0486
1299,7867	42,272
1300,7510	42,4699
1301,7152	42,6389
1302,6794	42,7765
1303,6437	42,8802
1304,6079	42,9482
1305,5721	42,9808
1306,5364	42,9813
1307,5006	42,9558
1308,4648	42,9106
1309,4291	42,8503
1310,3933	42,7771
1311,3575	42,6915
1312,3218	42,5942
1313,2860	42,4862
1314,2502	42,3686
1315,2145	42,2407
1316,1787	42,1007
1317,1429	41,9467
1318,1072	41,7801
1319,0714	41,606
1320,0356	41,4317
1320,9999	41,263
1321,9641	41,1022
1322,9283	40,9491
1323,8926	40,8031
1324,8568	40,6638
1325,8210	40,5311
1326,7853	40,4038
1327,7495	40,2799
1328,7137	40,1577
1329,6780	40,0373
1330,6422	39,9206
1331,6064	39,8099
1332,5707	39,7056
1333,5349	39,6048
1334,4991	39,5011
1335,4634	39,385
1336,4276	39,2433
1337,3918	39,0628
1338,3561	38,8362
1339,3203	38,5718
1340,2845	38,2914
1341,2488	38,0145
1342,2130	37,7457
1343,1772	37,4766
1344,1415	37,1956
1345,1057	36,8945
1346,0699	36,5716
1347,0342	36,2319
1347,9984	35,8846
1348,9626	35,5412
1349,9269	35,2124
1350,8911	34,9064
1351,8553	34,6289
1352,8196	34,3854
1353,7838	34,1841
1354,7480	34,0364
1355,7123	33,9523
1356,6765	33,9348
1357,6407	33,9775
1358,6050	34,0704
1359,5692	34,2057
1360,5334	34,3784
1361,4977	34,5791
1362,4619	34,7866
1363,4261	34,973
1364,3904	35,1203
1365,3546	35,2267
1366,3188	35,2998
1367,2831	35,3472
1368,2473	35,3738
1369,2115	35,3822
1370,1758	35,3729
1371,1400	35,3437
1372,1042	35,29
1373,0685	35,2087
1374,0327	35,1039
1374,9969	34,9896
1375,9612	34,8815
1376,9254	34,7863
1377,8896	34,7011
1378,8539	34,6216
1379,8181	34,5488
1380,7823	34,4894
1381,7466	34,4499
1382,7108	34,4323
1383,6750	34,4344
1384,6393	34,4568
1385,6035	34,5076
1386,5677	34,5998
1387,5320	34,7385
1388,4962	34,9129
1389,4604	35,1088
1390,4247	35,3245
1391,3889	35,5737
1392,3531	35,8758
1393,3174	36,2432
1394,2816	36,6693
1395,2458	37,1273
1396,2101	37,5891
1397,1743	38,0443
1398,1385	38,4952
1399,1028	38,9361
1400,0670	39,3501
1401,0313	39,7237
1401,9955	40,058
1402,9597	40,3666
1403,9240	40,6632
1404,8882	40,9479
1405,8524	41,2051
1406,8167	41,4165
1407,7809	41,5754
1408,7451	41,6871
1409,7094	41,7589
1410,6736	41,7941
1411,6378	41,7954
1412,6021	41,7695
1413,5663	41,7255
1414,5305	41,6667
1415,4948	41,5821
1416,4590	41,4459
1417,4232	41,2319
1418,3875	40,9492
1419,3517	40,6561
1420,3159	40,4061
1421,2802	40,1962
1422,2444	39,9886
1423,2086	39,754
1424,1729	39,4897
1425,1371	39,214
1426,1013	38,9445
1427,0656	38,6826
1428,0298	38,416
1428,9940	38,138
1429,9583	37,8644
1430,9225	37,6295
1431,8867	37,4596
1432,8510	37,3574
1433,8152	37,3097
1434,7794	37,3045
1435,7437	37,3386
1436,7079	37,4113
1437,6721	37,5107
1438,6364	37,6147
1439,6006	37,7058
1440,5648	37,775
1441,5291	37,8172
1442,4933	37,8264
1443,4575	37,7953
1444,4218	37,7162
1445,3860	37,582
1446,3502	37,3893
1447,3145	37,1441
1448,2787	36,8665
1449,2429	36,5861
1450,2072	36,3277
1451,1714	36,1023
1452,1356	35,9088
1453,0999	35,7392
1454,0641	35,5762
1455,0283	35,3794
1455,9926	35,0768
1456,9568	34,6349
1457,9210	34,185
1458,8853	33,8793
1459,8495	33,7068
1460,8137	33,5911
1461,7780	33,4727
1462,7422	33,3118
1463,7064	33,0893
1464,6707	32,8241
1465,6349	32,5746
1466,5991	32,3914
1467,5634	32,279
1468,5276	32,2119
1469,4918	32,1634
1470,4561	32,1148
1471,4203	32,0555
1472,3845	31,984
1473,3488	31,913
1474,3130	31,8587
1475,2772	31,8222
1476,2415	31,7922
1477,2057	31,7577
1478,1699	31,711
1479,1342	31,6472
1480,0984	31,5654
1481,0626	31,4685
1482,0269	31,3641
1482,9911	31,2611
1483,9553	31,1664
1484,9196	31,082
1485,8838	31,0039
1486,8480	30,923
1487,8123	30,8281
1488,7765	30,7171
1489,7407	30,6061
1490,7050	30,5116
1491,6692	30,4291
1492,6334	30,3407
1493,5977	30,2261
1494,5619	30,0623
1495,5261	29,8184
1496,4904	29,461
1497,4546	28,9854
1498,4188	28,449
1499,3831	27,9324
1500,3473	27,4757
1501,3115	27,0773
1502,2758	26,7205
1503,2400	26,3816
1504,2042	26,0157
1505,1685	25,5208
1506,1327	24,7153
1507,0969	23,5471
1508,0612	22,4467
1509,0254	21,7601
1509,9896	21,3446
1510,9539	21,011
1511,9181	20,6765
1512,8823	20,3144
1513,8466	19,9173
1514,8108	19,4901
1515,7750	19,0543
1516,7393	18,646
1517,7035	18,2975
1518,6677	18,015
1519,6320	17,7743
1520,5962	17,5395
1521,5604	17,2926
1522,5247	17,0484
1523,4889	16,8356
1524,4531	16,6704
1525,4174	16,5515
1526,3816	16,4686
1527,3458	16,4111
1528,3101	16,3725
1529,2743	16,3516
1530,2385	16,3513
1531,2028	16,3766
1532,1670	16,4291
1533,1312	16,4995
1534,0955	16,5686
1535,0597	16,6226
1536,0239	16,6618
1536,9882	16,696
1537,9524	16,7393
1538,9166	16,82
1539,8809	16,9949
1540,8451	17,3119
1541,8093	17,6959
1542,7736	18,0337
1543,7378	18,3178
1544,7020	18,5843
1545,6663	18,8581
1546,6305	19,1521
1547,5947	19,4735
1548,5590	19,8279
1549,5232	20,2196
1550,4874	20,6464
1551,4517	21,093
1552,4159	21,5304
1553,3801	21,9273
1554,3444	22,2665
1555,3086	22,56
1556,2728	22,8751
1557,2371	23,3715
1558,2013	24,2036
1559,1655	25,1472
1560,1298	25,8095
1561,0940	26,1985
1562,0582	26,4839
1563,0225	26,7651
1563,9867	27,0737
1564,9509	27,4099
1565,9152	27,7694
1566,8794	28,1635
1567,8436	28,6195
1568,8079	29,1444
1569,7721	29,6822
1570,7363	30,1455
1571,7006	30,4931
1572,6648	30,751
1573,6290	30,987
1574,5933	31,2865
1575,5575	31,712
1576,5217	32,2262
1577,4860	32,6976
1578,4502	33,0482
1579,4144	33,3098
1580,3787	33,5465
1581,3429	33,7989
1582,3071	34,0764
1583,2714	34,3661
1584,2356	34,6499
1585,1998	34,9207
1586,1641	35,186
1587,1283	35,4573
1588,0925	35,7407
1589,0568	36,0342
1590,0210	36,3336
1590,9852	36,6387
1591,9495	36,9537
1592,9137	37,283
1593,8779	37,6258
1594,8422	37,9746
1595,8064	38,3178
1596,7706	38,645
1597,7349	38,9506
1598,6991	39,2345
1599,6633	39,4994
1600,6276	39,7476
1601,5918	39,9775
1602,5560	40,1819
1603,5203	40,3518
1604,4845	40,4821
1605,4487	40,5743
1606,4130	40,6316
1607,3772	40,6522
1608,3414	40,6266
1609,3057	40,5467
1610,2699	40,4184
1611,2341	40,261
1612,1984	40,0923
1613,1626	39,9146
1614,1268	39,7073
1615,0911	39,4311
1616,0553	39,0622
1617,0195	38,6414
1617,9838	38,2514
1618,9480	37,9283
1619,9122	37,6453
1620,8765	37,3562
1621,8407	37,028
1622,8049	36,6617
1623,7692	36,296
1624,7334	35,9733
1625,6976	35,6976
1626,6619	35,4381
1627,6261	35,1676
1628,5903	34,8883
1629,5546	34,6242
1630,5188	34,3954
1631,4830	34,2035
1632,4473	34,0364
