TITLE	N-GQD_Glu
DATA TYPE	INFRARED SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	24/11/25
TIME	19:45:01
SPECTROMETER/DATA SYSTEM	
LOCALE	3082
RESOLUTION	
DELTAX	0,964233
XUNITS	1/CM
YUNITS	TRANSMITTANCE
FIRSTX	  399,1927
LASTX	 4000,6047
NPOINTS	    3736
FIRSTY	    85,06151
MAXY	    99,12162
MINY	    22,16119
XYDATA
1631,4830	87,0066
1632,4473	86,9929
1633,4115	86,891
1634,3757	86,5096
1635,3400	85,8045
1636,3042	85,0429
1637,2684	84,4847
1638,2327	84,0872
1639,1969	83,7341
1640,1611	83,3981
1641,1254	83,1055
1642,0896	82,8786
1643,0538	82,6896
1644,0181	82,4257
1644,9823	81,909
1645,9465	81,0601
1646,9108	80,108
1647,8750	79,4275
1648,8392	79,1606
1649,8035	79,2166
1650,7677	79,4027
1651,7319	79,4372
1652,6962	79,0761
1653,6604	78,4497
1654,6246	77,8772
1655,5889	77,4028
1656,5531	77,0114
1657,5173	76,7391
1658,4816	76,5959
1659,4458	76,5456
1660,4100	76,5374
1661,3743	76,5524
1662,3385	76,613
1663,3027	76,7294
1664,2670	76,8771
1665,2312	77,0365
1666,1954	77,2058
1667,1597	77,3821
1668,1239	77,5642
1669,0881	77,7796
1670,0524	78,0711
1671,0166	78,4395
1671,9808	78,8551
1672,9451	79,3124
1673,9093	79,8183
1674,8735	80,346
1675,8378	80,8235
1676,8020	81,1828
1677,7662	81,4275
1678,7305	81,6367
1679,6947	81,9034
1680,6589	82,2781
1681,6232	82,7573
1682,5874	83,3213
1683,5516	83,9627
1684,5159	84,5932
1685,4801	85,0375
1686,4443	85,2751
1687,4086	85,4557
1688,3728	85,7218
1689,3370	86,1251
1690,3013	86,6422
1691,2655	87,2182
1692,2297	87,8017
1693,1940	88,3539
1694,1582	88,8443
1695,1224	89,2566
1696,0867	89,614
1697,0509	90,0007
1698,0151	90,5237
1698,9794	91,1922
1699,9436	91,8471
1700,9078	92,2874
1701,8721	92,4498
1702,8363	92,4311
1703,8005	92,39
1704,7648	92,4533
1705,7290	92,6669
1706,6932	92,9841
1707,6575	93,308
1708,6217	93,5697
1709,5859	93,769
1710,5502	93,9462
1711,5144	94,1345
1712,4786	94,3316
1713,4429	94,4979
1714,4071	94,5794
1715,3713	94,5768
1716,3356	94,6278
1717,2998	94,8873
1718,2640	95,2501
1719,2283	95,4955
1720,1925	95,5871
1721,1567	95,6245
1722,1210	95,6991
1723,0852	95,8403
1724,0494	96,0232
1725,0137	96,1977
1725,9779	96,3216
1726,9421	96,3841
1727,9064	96,4078
1728,8706	96,4311
1729,8348	96,4805
1730,7991	96,5492
1731,7633	96,6039
1732,7275	96,6286
1733,6918	96,6461
1734,6560	96,652
1735,6202	96,6084
1736,5845	96,5257
1737,5487	96,4541
1738,5129	96,4191
1739,4772	96,401
1740,4414	96,3618
1741,4056	96,2796
1742,3699	96,162
1743,3341	96,033
1744,2983	95,9161
1745,2626	95,8232
1746,2268	95,7562
1747,1910	95,72
1748,1553	95,7438
1749,1195	95,8747
1750,0837	96,1123
1751,0480	96,3664
1752,0122	96,537
1752,9764	96,6019
1753,9407	96,6006
1754,9049	96,58
1755,8691	96,5685
1756,8334	96,576
1757,7976	96,601
1758,7618	96,6339
1759,7261	96,6625
1760,6903	96,6788
1761,6545	96,6855
1762,6188	96,6918
1763,5830	96,7067
1764,5472	96,737
1765,5115	96,7951
1766,4757	96,8622
1767,4399	96,9156
1768,4042	96,9225
1769,3684	96,8552
1770,3326	96,7181
1771,2969	96,5696
1772,2611	96,4946
1773,2253	96,5191
1774,1896	96,5896
1775,1538	96,6519
1776,1180	96,6966
1777,0823	96,734
1778,0465	96,7664
1779,0107	96,7891
1779,9750	96,8058
1780,9392	96,8318
1781,9034	96,8788
1782,8677	96,9403
1783,8319	96,9939
1784,7961	97,0169
1785,7604	97,0037
1786,7246	96,9702
1787,6888	96,9402
1788,6531	96,9218
1789,6173	96,8955
1790,5815	96,8342
1791,5458	96,7494
1792,5100	96,6976
1793,4742	96,7079
1794,4385	96,7516
1795,4027	96,8003
1796,3669	96,8523
1797,3312	96,9101
1798,2954	96,9654
1799,2596	97,01
1800,2239	97,05
1801,1881	97,0993
1802,1523	97,1616
1803,1166	97,227
1804,0808	97,2836
1805,0450	97,3242
1806,0093	97,3451
1806,9735	97,3441
1807,9377	97,3241
1808,9020	97,299
1809,8662	97,2939
1810,8304	97,331
1811,7947	97,4116
1812,7589	97,5146
1813,7231	97,6136
1814,6874	97,6885
1815,6516	97,7268
1816,6158	97,725
1817,5801	97,6913
1818,5443	97,6443
1819,5085	97,6042
1820,4728	97,5821
1821,4370	97,5765
1822,4012	97,5778
1823,3655	97,5762
1824,3297	97,5686
1825,2939	97,5546
1826,2582	97,5294
1827,2224	97,4854
1828,1866	97,4237
1829,1509	97,3654
1830,1151	97,3427
1831,0793	97,3674
1832,0436	97,4203
1833,0078	97,4768
1833,9720	97,5249
1834,9363	97,5602
1835,9005	97,5821
1836,8647	97,599
1837,8290	97,6279
1838,7932	97,6848
1839,7574	97,7724
1840,7217	97,8724
1841,6859	97,9433
1842,6501	97,9401
1843,6144	97,8561
1844,5786	97,7411
1845,5428	97,6543
1846,5071	97,6154
1847,4713	97,6173
1848,4355	97,6501
1849,3998	97,7023
1850,3640	97,7571
1851,3282	97,7973
1852,2925	97,8139
1853,2567	97,8086
1854,2209	97,7913
1855,1852	97,7728
1856,1494	97,761
1857,1136	97,7594
1858,0779	97,7687
1859,0421	97,7879
1860,0063	97,8143
1860,9706	97,8427
1861,9348	97,8664
1862,8990	97,88
1863,8633	97,8793
1864,8275	97,8576
1865,7917	97,8049
1866,7560	97,7203
1867,7202	97,633
1868,6844	97,5922
1869,6487	97,6148
1870,6129	97,6662
1871,5771	97,7082
1872,5414	97,7321
1873,5056	97,7461
1874,4698	97,7578
1875,4341	97,7709
1876,3983	97,7891
1877,3625	97,8173
1878,3268	97,8551
1879,2910	97,8945
1880,2552	97,9224
1881,2195	97,9282
1882,1837	97,9122
1883,1479	97,8856
1884,1122	97,8634
1885,0764	97,8532
1886,0406	97,8507
1887,0049	97,8442
1887,9691	97,8269
1888,9333	97,8048
1889,8976	97,791
1890,8618	97,7906
1891,8260	97,7957
1892,7903	97,7944
1893,7545	97,7835
1894,7188	97,7723
1895,6830	97,7777
1896,6472	97,8089
1897,6115	97,8566
1898,5757	97,8958
1899,5399	97,9041
1900,5042	97,8765
1901,4684	97,8293
1902,4326	97,789
1903,3969	97,7741
1904,3611	97,7821
1905,3253	97,7934
1906,2896	97,7882
1907,2538	97,7628
1908,2180	97,735
1909,1823	97,7326
1910,1465	97,7718
1911,1107	97,8447
1912,0750	97,9295
1913,0392	98,0076
1914,0034	98,0695
1914,9677	98,1081
1915,9319	98,1148
1916,8961	98,0839
1917,8604	98,0211
1918,8246	97,9441
1919,7888	97,875
1920,7531	97,8297
1921,7173	97,8115
1922,6815	97,8121
1923,6458	97,8199
1924,6100	97,8314
1925,5742	97,8536
1926,5385	97,8968
1927,5027	97,9598
1928,4669	98,0225
1929,4312	98,0526
1930,3954	98,0268
1931,3596	97,9527
1932,3239	97,8724
1933,2881	97,8415
1934,2523	97,8953
1935,2166	98,025
1936,1808	98,1797
1937,1450	98,2923
1938,1093	98,3125
1939,0735	98,2232
1940,0377	98,0414
1941,0020	97,8111
1941,9662	97,5941
1942,9304	97,449
1943,8947	97,4058
1944,8589	97,4562
1945,8231	97,5668
1946,7874	97,6966
1947,7516	97,8056
1948,7158	97,8642
1949,6801	97,8637
1950,6443	97,8249
1951,6085	97,7908
1952,5728	97,8051
1953,5370	97,8881
1954,5012	98,0254
1955,4655	98,1765
1956,4297	98,2996
1957,3939	98,3752
1958,3582	98,4129
1959,3224	98,4377
1960,2866	98,4647
1961,2509	98,4793
1962,2151	98,4407
1963,1793	98,307
1964,1436	98,0673
1965,1078	97,7626
1966,0720	97,4821
1967,0363	97,3282
1968,0005	97,3613
1968,9647	97,5629
1969,9290	97,8481
1970,8932	98,1114
1971,8574	98,2662
1972,8217	98,2615
1973,7859	98,0831
1974,7501	97,754
1975,7144	97,332
1976,6786	96,9027
1977,6428	96,5561
1978,6071	96,352
1979,5713	96,2969
1980,5355	96,3509
1981,4998	96,46
1982,4640	96,5877
1983,4282	96,7261
1984,3925	96,8832
1985,3567	97,0584
1986,3209	97,2242
1987,2852	97,329
1988,2494	97,3239
1989,2136	97,1977
1990,1779	97,0014
1991,1421	96,8394
1992,1063	96,8205
1993,0706	96,9927
1994,0348	97,3132
1994,9990	97,6751
1995,9633	97,9638
1996,9275	98,1038
1997,8917	98,0839
1998,8560	97,9597
1999,8202	97,8311
2000,7844	97,8001
2001,7487	97,9273
2002,7129	98,2102
2003,6771	98,583
2004,6414	98,9318
2005,6056	99,1216
2006,5698	99,0396
2007,5341	98,6491
2008,4983	98,027
2009,4625	97,3532
2010,4268	96,8472
2011,3910	96,6833
2012,3552	96,9222
2013,3195	97,4815
2014,2837	98,1477
2015,2479	98,6407
2016,2122	98,7307
2017,1764	98,364
2018,1406	97,7052
2019,1049	97,0415
2020,0691	96,6204
2021,0333	96,5386
2021,9976	96,7317
2022,9618	97,0376
2023,9260	97,2885
2024,8903	97,3881
2025,8545	97,3383
2026,8187	97,2099
2027,7830	97,0881
2028,7472	97,0317
2029,7114	97,0623
2030,6757	97,1714
2031,6399	97,3283
2032,6041	97,4805
2033,5684	97,5591
2034,5326	97,5
2035,4968	97,2769
2036,4611	96,9256
2037,4253	96,5375
2038,3895	96,2278
2039,3538	96,0957
2040,3180	96,1913
2041,2822	96,4972
2042,2465	96,9317
2043,2107	97,3723
2044,1749	97,693
2045,1392	97,8011
2046,1034	97,6693
2047,0676	97,3536
2048,0320	96,9816
2048,9961	96,7007
2049,9604	96,613
2050,9246	96,7357
2051,8889	97,0071
2052,8530	97,3202
2053,8174	97,5651
2054,7815	97,6678
2055,7458	97,6143
2056,7100	97,4517
2057,6743	97,2629
2058,6384	97,1266
2059,6028	97,0829
2060,5669	97,1199
2061,5313	97,1837
2062,4954	97,2085
2063,4597	97,1514
2064,4238	97,015
2065,3882	96,8454
2066,3523	96,7064
2067,3167	96,6469
2068,2808	96,6833
2069,2451	96,8005
2070,2092	96,9648
2071,1736	97,1361
2072,1377	97,2778
2073,1021	97,3627
2074,0662	97,379
2075,0305	97,3336
2075,9946	97,2475
2076,9590	97,1455
2077,9231	97,0451
2078,8875	96,9539
2079,8516	96,8767
2080,8159	96,8246
2081,7800	96,8172
2082,7444	96,8715
2083,7085	96,9865
2084,6729	97,1361
2085,6370	97,2789
2086,6013	97,3805
2087,5654	97,4316
2088,5298	97,4498
2089,4939	97,4622
2090,4583	97,4824
2091,4224	97,4999
2092,3867	97,4883
2093,3508	97,4276
2094,3152	97,3228
2095,2793	97,2083
2096,2437	97,132
2097,2078	97,1319
2098,1721	97,2161
2099,1362	97,3597
2100,1006	97,5157
2101,0647	97,6332
2102,0291	97,675
2102,9932	97,6283
2103,9575	97,508
2104,9216	97,3511
2105,8860	97,2046
2106,8501	97,1093
2107,8145	97,0862
2108,7786	97,13
2109,7429	97,2134
2110,7070	97,3008
2111,6714	97,3636
2112,6355	97,3908
2113,5999	97,3884
2114,5640	97,3723
2115,5283	97,3577
2116,4924	97,3532
2117,4568	97,3621
2118,4209	97,3878
2119,3853	97,4371
2120,3494	97,5184
2121,3137	97,6352
2122,2778	97,7787
2123,2422	97,9265
2124,2063	98,0498
2125,1707	98,1267
2126,1348	98,1551
2127,0991	98,1561
2128,0632	98,1657
2129,0276	98,2157
2129,9917	98,3154
2130,9561	98,4416
2131,9202	98,5466
2132,8845	98,5806
2133,8486	98,5199
2134,8130	98,3846
2135,7771	98,2297
2136,7415	98,1145
2137,7056	98,07
2138,6699	98,0846
2139,6340	98,116
2140,5984	98,1171
2141,5625	98,0612
2142,5269	97,9531
2143,4910	97,8259
2144,4553	97,7248
2145,4194	97,6866
2146,3838	97,7195
2147,3479	97,7925
2148,3123	97,8442
2149,2764	97,8128
2150,2407	97,6762
2151,2048	97,4764
2152,1692	97,3082
2153,1333	97,2715
2154,0977	97,4122
2155,0618	97,6811
2156,0261	97,9345
2156,9902	97,9856
2157,9546	97,7025
2158,9187	97,1056
2159,8831	96,3715
2160,8472	95,7178
2161,8115	95,2793
2162,7756	95,0792
2163,7400	95,0747
2164,7041	95,2101
2165,6685	95,4434
2166,6326	95,7509
2167,5969	96,1207
2168,5610	96,5401
2169,5254	96,9831
2170,4895	97,401
2171,4539	97,725
2172,4180	97,8861
2173,3823	97,8506
2174,3464	97,6504
2175,3108	97,3844
2176,2749	97,1765
2177,2393	97,1131
2178,2034	97,1963
2179,1677	97,3452
2180,1318	97,4443
2181,0962	97,4103
2182,0603	97,238
2183,0247	96,9962
2183,9888	96,7793
2184,9531	96,6516
2185,9172	96,6224
2186,8816	96,662
2187,8457	96,7336
2188,8101	96,8166
2189,7742	96,9052
2190,7385	96,9931
2191,7026	97,0621
2192,6670	97,0881
2193,6311	97,0602
2194,5955	96,995
2195,5596	96,934
2196,5239	96,9212
2197,4880	96,9769
2198,4524	97,0833
2199,4165	97,1909
2200,3809	97,2428
2201,3450	97,203
2202,3093	97,0752
2203,2734	96,9039
2204,2378	96,757
2205,2019	96,6987
2206,1663	96,7646
2207,1304	96,9465
2208,0947	97,1948
2209,0588	97,4363
2210,0232	97,6029
2210,9873	97,6592
2211,9517	97,6157
2212,9158	97,5216
2213,8801	97,4401
2214,8442	97,4188
2215,8086	97,4698
2216,7727	97,568
2217,7371	97,6669
2218,7012	97,724
2219,6655	97,7212
2220,6296	97,6702
2221,5940	97,6007
2222,5581	97,5415
2223,5225	97,5039
2224,4866	97,4792
2225,4509	97,4454
2226,4150	97,3811
2227,3794	97,2763
2228,3435	97,1379
2229,3079	96,9902
2230,2720	96,8686
2231,2363	96,81
2232,2004	96,8389
2233,1648	96,9544
2234,1289	97,1243
2235,0933	97,2929
2236,0574	97,4024
2237,0217	97,4179
2237,9858	97,3428
2238,9502	97,2144
2239,9143	97,0836
2240,8787	96,991
2241,8428	96,952
2242,8071	96,9554
2243,7712	96,9735
2244,7356	96,9758
2245,6997	96,9398
2246,6641	96,8561
2247,6282	96,7293
2248,5925	96,5734
2249,5566	96,4055
2250,5210	96,2387
2251,4851	96,077
2252,4495	95,9157
2253,4136	95,7474
2254,3779	95,5684
2255,3420	95,381
2256,3064	95,1907
2257,2705	95,0008
2258,2349	94,8106
2259,1990	94,6179
2260,1633	94,4243
2261,1274	94,2358
2262,0918	94,0589
2263,0559	93,895
2264,0203	93,7404
2264,9844	93,5921
2265,9487	93,4558
2266,9128	93,347
2267,8772	93,2825
2268,8413	93,267
2269,8057	93,2852
2270,7698	93,307
2271,7341	93,3033
2272,6982	93,2637
2273,6626	93,2049
2274,6267	93,1631
2275,5911	93,1779
2276,5552	93,2756
2277,5195	93,4603
2278,4836	93,7119
2279,4480	93,9898
2280,4121	94,2385
2281,3765	94,3939
2282,3406	94,3944
2283,3049	94,1944
2284,2690	93,7785
2285,2334	93,1678
2286,1975	92,4143
2287,1619	91,582
2288,1260	90,7228
2289,0903	89,8599
2290,0544	88,9895
2291,0188	88,0975
2291,9829	87,1815
2292,9473	86,2596
2293,9114	85,3623
2294,8757	84,512
2295,8398	83,7075
2296,8042	82,9253
2297,7683	82,1375
2298,7327	81,3318
2299,6968	80,5167
2300,6611	79,704
2301,6252	78,8811
2302,5896	77,9941
2303,5537	76,9585
2304,5181	75,6951
2305,4822	74,1734
2306,4465	72,4391
2307,4106	70,609
2308,3750	68,8352
2309,3391	67,2538
2310,3035	65,938
2311,2676	64,876
2312,2319	63,9766
2313,1960	63,1031
2314,1604	62,1203
2315,1245	60,935
2316,0889	59,515
2317,0530	57,8834
2318,0173	56,096
2318,9814	54,216
2319,9458	52,2976
2320,9099	50,3835
2321,8743	48,5132
2322,8384	46,7298
2323,8027	45,0756
2324,7668	43,5841
2325,7312	42,2755
2326,6953	41,1589
2327,6597	40,2339
2328,6238	39,4843
2329,5881	38,8703
2330,5522	38,3313
2331,5166	37,8059
2332,4807	37,2591
2333,4451	36,6928
2334,4092	36,1335
2335,3735	35,6094
2336,3376	35,1348
2337,3020	34,7002
2338,2661	34,2729
2339,2305	33,8156
2340,1946	33,3441
2341,1589	33,019
2342,1230	33,2076
2343,0874	34,3775
2344,0515	36,7399
2345,0159	39,9233
2345,9800	43,1309
2346,9443	45,6295
2347,9084	47,0152
2348,8728	47,1535
2349,8369	46,0417
2350,8013	43,7539
2351,7654	40,487
2352,7297	36,6433
2353,6938	32,8106
2354,6582	29,5306
2355,6223	27,0145
2356,5867	25,1391
2357,5508	23,7191
2358,5151	22,7142
2359,4792	22,1897
2360,4436	22,1612
2361,4077	22,5348
2362,3721	23,1913
2363,3362	24,0842
2364,3005	25,2484
2365,2646	26,7364
2366,2290	28,5674
2367,1931	30,729
2368,1575	33,2079
2369,1216	36,003
2370,0859	39,1125
2371,0500	42,5145
2372,0144	46,1614
2372,9785	49,9866
2373,9429	53,9142
2374,9070	57,8671
2375,8713	61,7749
2376,8354	65,5832
2377,7998	69,261
2378,7639	72,8005
2379,7283	76,2079
2380,6924	79,4889
2381,6567	82,6332
2382,6208	85,6048
2383,5852	88,3439
2384,5493	90,7775
2385,5137	92,8384
2386,4778	94,4858
2387,4421	95,7188
2388,4063	96,5783
2389,3706	97,1362
2390,3347	97,4767
2391,2991	97,6781
2392,2632	97,8004
2393,2275	97,8825
2394,1917	97,9443
2395,1560	97,992
2396,1201	98,0242
2397,0845	98,036
2398,0486	98,0285
2399,0129	98,0052
2399,9771	97,9735
2400,9414	97,9418
2401,9055	97,916
2402,8699	97,8987
2403,8340	97,8898
2404,7983	97,8881
2405,7625	97,8912
2406,7268	97,8945
2407,6909	97,8913
2408,6553	97,8743
2409,6194	97,8405
2410,5837	97,7941
2411,5479	97,7456
2412,5122	97,707
2413,4763	97,6856
2414,4407	97,6803
2415,4048	97,6839
2416,3691	97,6878
2417,3333	97,6872
2418,2976	97,682
2419,2617	97,6749
2420,2261	97,6676
2421,1902	97,6594
2422,1545	97,6476
2423,1187	97,6294
2424,0830	97,6036
2425,0471	97,5705
2426,0115	97,5316
2426,9756	97,4902
2427,9399	97,4516
2428,9041	97,4229
2429,8684	97,4099
2430,8325	97,4141
2431,7969	97,43
2432,7610	97,448
2433,7253	97,4594
2434,6895	97,4618
2435,6538	97,4601
2436,6179	97,4621
2437,5823	97,4717
2438,5464	97,4857
2439,5107	97,4959
2440,4749	97,4959
2441,4392	97,4866
2442,4033	97,4763
2443,3677	97,4743
2444,3318	97,4846
2445,2961	97,5025
2446,2603	97,5184
2447,2246	97,524
2448,1887	97,518
2449,1531	97,5055
2450,1172	97,4943
2451,0815	97,4887
2452,0457	97,4883
2453,0100	97,4884
2453,9741	97,4844
2454,9385	97,475
2455,9026	97,4643
2456,8669	97,4605
2457,8311	97,4717
2458,7954	97,5012
2459,7595	97,5437
2460,7239	97,5861
2461,6880	97,6135
2462,6523	97,6173
2463,6165	97,6008
2464,5808	97,5785
2465,5449	97,5675
2466,5093	97,5781
2467,4734	97,6084
2468,4377	97,646
2469,4019	97,676
2470,3662	97,6892
2471,3303	97,6854
2472,2947	97,6711
2473,2588	97,6545
2474,2231	97,6411
2475,1873	97,6324
2476,1516	97,6266
2477,1157	97,6205
2478,0801	97,6118
2479,0442	97,5996
2480,0085	97,5854
2480,9727	97,5715
2481,9370	97,5598
2482,9011	97,5497
2483,8655	97,5379
2484,8296	97,5203
2485,7939	97,4948
2486,7581	97,4638
2487,7224	97,4343
2488,6865	97,4151
2489,6509	97,414
2490,6150	97,4348
2491,5793	97,4759
2492,5435	97,5294
2493,5078	97,583
2494,4719	97,6229
2495,4363	97,6395
2496,4004	97,6317
2497,3647	97,6082
2498,3289	97,5832
2499,2932	97,5686
2500,2573	97,5679
2501,2217	97,5749
2502,1858	97,5788
2503,1501	97,5718
2504,1143	97,5534
2505,0786	97,5296
2506,0427	97,5085
2507,0071	97,4954
2507,9712	97,4911
2508,9355	97,4933
2509,8997	97,4987
2510,8640	97,5054
2511,8281	97,514
2512,7925	97,5275
2513,7566	97,5498
2514,7209	97,5817
2515,6851	97,6184
2516,6494	97,6489
2517,6135	97,661
2518,5779	97,6493
2519,5420	97,621
2520,5063	97,5941
2521,4705	97,5873
2522,4348	97,6075
2523,3989	97,6446
2524,3633	97,6766
2525,3274	97,6834
2526,2917	97,6586
2527,2559	97,6139
2528,2202	97,5707
2529,1843	97,5489
2530,1487	97,5565
2531,1128	97,5888
2532,0771	97,6327
2533,0413	97,6734
2534,0056	97,6996
2534,9697	97,7054
2535,9341	97,6906
2536,8982	97,6602
2537,8625	97,6233
2538,8267	97,5907
2539,7910	97,5712
2540,7551	97,568
2541,7195	97,5764
2542,6836	97,5857
2543,6479	97,5834
2544,6121	97,5615
2545,5764	97,5214
2546,5405	97,4749
2547,5049	97,439
2548,4690	97,4274
2549,4333	97,4423
2550,3975	97,4726
2551,3618	97,499
2552,3259	97,505
2553,2903	97,4858
2554,2544	97,4508
2555,2188	97,4176
2556,1829	97,4022
2557,1472	97,4102
2558,1113	97,4358
2559,0757	97,4655
2560,0398	97,486
2561,0042	97,4888
2561,9683	97,4726
2562,9326	97,442
2563,8967	97,4042
2564,8611	97,3674
2565,8252	97,3379
2566,7896	97,32
2567,7537	97,3146
2568,7180	97,3195
2569,6821	97,3302
2570,6465	97,3415
2571,6106	97,3496
2572,5750	97,353
2573,5391	97,3523
2574,5034	97,3487
2575,4675	97,3425
2576,4319	97,3324
2577,3960	97,3173
2578,3604	97,2986
2579,3245	97,2811
2580,2888	97,2716
2581,2529	97,2754
2582,2173	97,2919
2583,1814	97,3141
2584,1458	97,3313
2585,1099	97,3346
2586,0742	97,3203
2587,0383	97,2905
2588,0027	97,2512
2588,9668	97,2089
2589,9312	97,1692
2590,8953	97,1368
2591,8596	97,1146
2592,8237	97,1029
2593,7881	97,0982
2594,7522	97,0938
2595,7166	97,0836
2596,6807	97,0658
2597,6450	97,0442
2598,6091	97,0255
2599,5735	97,0141
2600,5376	97,0085
2601,5020	97,0024
2602,4661	96,9893
2603,4304	96,9676
2604,3945	96,9416
2605,3589	96,9186
2606,3230	96,9037
2607,2874	96,8976
2608,2515	96,8966
2609,2158	96,8965
2610,1799	96,8944
2611,1443	96,8899
2612,1084	96,8829
2613,0728	96,8729
2614,0369	96,8587
2615,0012	96,8389
2615,9653	96,8132
2616,9297	96,7825
2617,8938	96,749
2618,8582	96,7166
2619,8223	96,6906
2620,7866	96,677
2621,7507	96,6801
2622,7151	96,6996
2623,6792	96,7288
2624,6436	96,7566
2625,6077	96,7713
2626,5720	96,7656
2627,5361	96,7393
2628,5005	96,6979
2629,4646	96,6502
2630,4290	96,604
2631,3931	96,5647
2632,3574	96,5354
2633,3215	96,5173
2634,2859	96,5102
2635,2500	96,5113
2636,2144	96,5152
2637,1785	96,5153
2638,1428	96,5067
2639,1069	96,489
2640,0713	96,4667
2641,0354	96,4467
2641,9998	96,4344
2642,9639	96,4308
2643,9282	96,4327
2644,8923	96,4348
2645,8567	96,4334
2646,8208	96,4277
2647,7852	96,4192
2648,7493	96,4103
2649,7136	96,4031
2650,6777	96,3984
2651,6421	96,3966
2652,6062	96,3972
2653,5706	96,3984
2654,5347	96,3974
2655,4990	96,3917
2656,4631	96,3809
2657,4275	96,3688
2658,3916	96,3618
2659,3560	96,367
2660,3201	96,388
2661,2844	96,4228
2662,2485	96,4645
2663,2129	96,5037
2664,1770	96,5318
2665,1414	96,5438
2666,1055	96,5396
2667,0698	96,5228
2668,0339	96,4997
2668,9983	96,4776
2669,9624	96,462
2670,9268	96,4559
2671,8909	96,4585
2672,8552	96,4664
2673,8193	96,4752
2674,7837	96,4808
2675,7478	96,4805
2676,7122	96,4735
2677,6763	96,4601
2678,6406	96,4417
2679,6047	96,4203
2680,5691	96,3981
2681,5332	96,3774
2682,4976	96,3608
2683,4617	96,3501
2684,4260	96,3464
2685,3901	96,3491
2686,3545	96,356
2687,3186	96,3633
2688,2830	96,3674
2689,2471	96,3656
2690,2114	96,3583
2691,1755	96,3483
2692,1399	96,3388
2693,1040	96,3322
2694,0684	96,328
2695,0325	96,3242
2695,9968	96,3182
2696,9609	96,309
2697,9253	96,2968
2698,8894	96,283
2699,8538	96,2689
2700,8179	96,2556
2701,7822	96,2432
2702,7463	96,2314
2703,7107	96,219
2704,6748	96,2039
2705,6392	96,1836
2706,6033	96,1565
2707,5676	96,1235
2708,5317	96,0878
2709,4961	96,0538
2710,4602	96,0243
2711,4246	95,9992
2712,3887	95,9752
2713,3530	95,9486
2714,3171	95,9178
2715,2815	95,8844
2716,2456	95,8527
2717,2100	95,8262
2718,1741	95,8054
2719,1384	95,787
2720,1025	95,7659
2721,0669	95,7389
2722,0310	95,7061
2722,9954	95,6713
2723,9595	95,6395
2724,9238	95,6139
2725,8879	95,5942
2726,8523	95,5774
2727,8164	95,5589
2728,7808	95,535
2729,7449	95,5039
2730,7092	95,4664
2731,6733	95,425
2732,6377	95,3837
2733,6018	95,346
2734,5662	95,3144
2735,5303	95,2892
2736,4946	95,2682
2737,4587	95,248
2738,4231	95,2253
2739,3872	95,1983
2740,3516	95,1672
2741,3157	95,1338
2742,2800	95,1008
2743,2441	95,0703
2744,2085	95,0435
2745,1726	95,0199
2746,1370	94,9975
2747,1011	94,9736
2748,0654	94,9458
2749,0295	94,9136
2749,9939	94,8788
2750,9580	94,8444
2751,9224	94,8137
2752,8865	94,7873
2753,8508	94,7625
2754,8149	94,7348
2755,7793	94,7009
2756,7434	94,6606
2757,7078	94,6177
2758,6719	94,5779
2759,6362	94,5456
2760,6003	94,5218
2761,5647	94,5038
2762,5288	94,4871
2763,4932	94,4675
2764,4573	94,443
2765,4216	94,4138
2766,3857	94,3817
2767,3501	94,3482
2768,3142	94,3143
2769,2786	94,2796
2770,2427	94,2427
2771,2070	94,2022
2772,1711	94,1581
2773,1355	94,1127
2774,0996	94,0705
2775,0640	94,0354
2776,0281	94,0073
2776,9924	93,9812
2777,9565	93,9478
2778,9209	93,8986
2779,8850	93,8308
2780,8494	93,75
2781,8135	93,668
2782,7778	93,5967
2783,7419	93,5422
2784,7063	93,5025
2785,6704	93,4689
2786,6348	93,4314
2787,5989	93,3829
2788,5632	93,3215
2789,5273	93,2498
2790,4917	93,1725
2791,4558	93,0936
2792,4202	93,0156
2793,3843	92,9388
2794,3486	92,8619
2795,3127	92,7828
2796,2771	92,6998
2797,2412	92,6122
2798,2056	92,521
2799,1697	92,4288
2800,1340	92,3383
2801,0981	92,2517
2802,0625	92,1694
2803,0266	92,0901
2803,9910	92,011
2804,9551	91,9289
2805,9194	91,8408
2806,8835	91,7451
2807,8479	91,6424
2808,8120	91,5345
2809,7764	91,4245
2810,7405	91,3138
2811,7048	91,2012
2812,6689	91,082
2813,6333	90,9498
2814,5974	90,7994
2815,5618	90,6295
2816,5259	90,4443
2817,4902	90,2517
2818,4543	90,0599
2819,4187	89,8729
2820,3828	89,6889
2821,3472	89,5009
2822,3113	89,3008
2823,2756	89,0827
2824,2397	88,8446
2825,2041	88,5878
2826,1682	88,3128
2827,1326	88,0169
2828,0967	87,6927
2829,0610	87,331
2830,0251	86,9235
2830,9895	86,4659
2831,9536	85,9578
2832,9180	85,399
2833,8821	84,7854
2834,8464	84,1053
2835,8105	83,3394
2836,7749	82,4632
2837,7390	81,4497
2838,7034	80,2718
2839,6675	78,9035
2840,6318	77,3211
2841,5959	75,5076
2842,5603	73,461
2843,5244	71,2072
2844,4888	68,8158
2845,4529	66,4136
2846,4172	64,1867
2847,3813	62,3606
2848,3457	61,1504
2849,3098	60,6955
