TITLE	N-GQD_Glu
DATA TYPE	INFRARED SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	24/11/25
TIME	19:45:01
SPECTROMETER/DATA SYSTEM	
LOCALE	3082
RESOLUTION	
DELTAX	0,964233
XUNITS	1/CM
YUNITS	TRANSMITTANCE
FIRSTX	  399,1927
LASTX	 4000,6047
NPOINTS	    3736
FIRSTY	    85,06151
MAXY	    99,12162
MINY	    22,16119
XYDATA
853,3466	97,9504
854,3109	97,9601
855,2751	97,9218
856,2393	97,8222
857,2036	97,6663
858,1678	97,4738
859,1320	97,2705
860,0963	97,0791
861,0605	96,9122
862,0247	96,7687
862,9890	96,6363
863,9532	96,4979
864,9174	96,3403
865,8817	96,1621
866,8459	95,9767
867,8101	95,8092
868,7744	95,6884
869,7386	95,6365
870,7028	95,6592
871,6671	95,7414
872,6313	95,8491
873,5955	95,9395
874,5598	95,9762
875,5240	95,9431
876,4882	95,8508
877,4525	95,7309
878,4167	95,6204
879,3809	95,5476
880,3452	95,5241
881,3094	95,5475
882,2736	95,6104
883,2379	95,7051
884,2021	95,8231
885,1663	95,95
886,1306	96,0651
887,0948	96,1492
888,0590	96,196
889,0233	96,2192
889,9875	96,246
890,9517	96,3015
891,9160	96,3931
892,8802	96,5064
893,8444	96,6152
894,8087	96,6982
895,7729	96,7507
896,7371	96,7835
897,7014	96,8128
898,6656	96,8488
899,6298	96,8929
900,5941	96,9427
901,5583	96,9987
902,5225	97,0662
903,4868	97,1516
904,4510	97,256
905,4152	97,3733
906,3795	97,4938
907,3437	97,6105
908,3079	97,7233
909,2722	97,8364
910,2364	97,952
911,2006	98,0647
912,1649	98,1624
913,1291	98,2312
914,0933	98,2632
915,0576	98,2601
916,0218	98,2333
916,9860	98,1979
917,9503	98,1669
918,9145	98,1465
919,8787	98,1358
920,8430	98,1288
921,8072	98,1185
922,7714	98,1001
923,7357	98,073
924,6999	98,0397
925,6641	98,004
926,6284	97,9674
927,5926	97,9291
928,5568	97,8867
929,5211	97,8383
930,4853	97,7847
931,4495	97,7289
932,4138	97,6745
933,3780	97,623
934,3422	97,5731
935,3065	97,5215
936,2707	97,4651
937,2349	97,4026
938,1992	97,3349
939,1634	97,2651
940,1276	97,1975
941,0919	97,1367
942,0561	97,0859
943,0203	97,0447
943,9846	97,0081
944,9488	96,9672
945,9130	96,9125
946,8773	96,8381
947,8415	96,7449
948,8057	96,6396
949,7700	96,5315
950,7342	96,4281
951,6984	96,3315
952,6627	96,2402
953,6269	96,1502
954,5911	96,0592
955,5554	95,9669
956,5196	95,8744
957,4838	95,7832
958,4481	95,694
959,4123	95,6079
960,3765	95,5272
961,3408	95,455
962,3050	95,3936
963,2692	95,3408
964,2335	95,2896
965,1977	95,2296
966,1619	95,1526
967,1262	95,0574
968,0904	94,9508
969,0546	94,8438
970,0189	94,7441
970,9831	94,651
971,9473	94,5561
972,9116	94,449
973,8758	94,3248
974,8400	94,1878
975,8043	94,0489
976,7685	93,9183
977,7327	93,7988
978,6970	93,6836
979,6612	93,5606
980,6254	93,4189
981,5897	93,2551
982,5539	93,0761
983,5181	92,8948
984,4824	92,7258
985,4466	92,579
986,4108	92,4562
987,3751	92,3508
988,3393	92,2521
989,3035	92,1499
990,2678	92,0396
991,2320	91,9228
992,1962	91,8064
993,1605	91,6993
994,1247	91,6093
995,0889	91,5418
996,0532	91,498
997,0174	91,4745
997,9816	91,4621
998,9459	91,447
999,9101	91,4145
1000,8743	91,3538
1001,8386	91,2613
1002,8028	91,1397
1003,7670	90,9956
1004,7313	90,8375
1005,6955	90,6734
1006,6597	90,5122
1007,6240	90,3622
1008,5882	90,2274
1009,5524	90,1033
1010,5167	89,9765
1011,4809	89,8309
1012,4451	89,6568
1013,4094	89,4572
1014,3736	89,2457
1015,3378	89,0386
1016,3021	88,8484
1017,2663	88,682
1018,2305	88,5448
1019,1948	88,4411
1020,1590	88,3669
1021,1232	88,2992
1022,0875	88,1934
1023,0517	87,9991
1024,0160	87,6902
1024,9802	87,2906
1025,9445	86,8755
1026,9087	86,5393
1027,8729	86,3453
1028,8372	86,2865
1029,8014	86,2829
1030,7656	86,2173
1031,7299	85,9877
1032,6941	85,5473
1033,6583	84,9168
1034,6226	84,1657
1035,5868	83,3808
1036,5510	82,6351
1037,5153	81,9705
1038,4795	81,3944
1039,4437	80,887
1040,4080	80,4164
1041,3722	79,9543
1042,3364	79,4879
1043,3007	79,0224
1044,2649	78,5729
1045,2291	78,1538
1046,1934	77,7712
1047,1576	77,4266
1048,1218	77,1249
1049,0861	76,8801
1050,0503	76,7097
1051,0145	76,621
1051,9788	76,5997
1052,9430	76,613
1053,9072	76,628
1054,8715	76,636
1055,8357	76,6638
1056,7999	76,7606
1057,7642	76,9637
1058,7284	77,2612
1059,6926	77,5774
1060,6569	77,7959
1061,6211	77,8124
1062,5853	77,5926
1063,5496	77,2012
1064,5138	76,7825
1065,4780	76,4975
1066,4423	76,4481
1067,4065	76,6298
1068,3707	76,9407
1069,3350	77,2391
1070,2992	77,4128
1071,2634	77,4217
1072,2277	77,2986
1073,1919	77,1164
1074,1561	76,9473
1075,1204	76,8369
1076,0846	76,8014
1077,0488	76,8403
1078,0131	76,9497
1078,9773	77,1288
1079,9415	77,3781
1080,9058	77,6951
1081,8700	78,0708
1082,8342	78,4889
1083,7985	78,9277
1084,7627	79,3656
1085,7269	79,79
1086,6912	80,2048
1087,6554	80,6302
1088,6196	81,0921
1089,5839	81,6045
1090,5481	82,1569
1091,5123	82,7152
1092,4766	83,2368
1093,4408	83,6909
1094,4050	84,0699
1095,3693	84,3865
1096,3335	84,6601
1097,2977	84,9047
1098,2620	85,1262
1099,2262	85,3297
1100,1904	85,5276
1101,1547	85,7409
1102,1189	85,9901
1103,0831	86,2834
1104,0474	86,6117
1105,0116	86,9533
1105,9758	87,2864
1106,9401	87,5996
1107,9043	87,8949
1108,8685	88,1814
1109,8328	88,467
1110,7970	88,752
1111,7612	89,0304
1112,7255	89,2949
1113,6897	89,5409
1114,6539	89,7685
1115,6182	89,9803
1116,5824	90,1787
1117,5466	90,3648
1118,5109	90,5388
1119,4751	90,7016
1120,4393	90,8552
1121,4036	91,0024
1122,3678	91,1463
1123,3320	91,2898
1124,2963	91,4347
1125,2605	91,5817
1126,2247	91,7291
1127,1890	91,874
1128,1532	92,0135
1129,1174	92,1467
1130,0817	92,2765
1131,0459	92,4078
1132,0101	92,5451
1132,9744	92,6887
1133,9386	92,8328
1134,9028	92,9679
1135,8671	93,0838
1136,8313	93,1748
1137,7955	93,2418
1138,7598	93,2905
1139,7240	93,3279
1140,6882	93,358
1141,6525	93,38
1142,6167	93,3908
1143,5809	93,3885
1144,5452	93,3748
1145,5094	93,355
1146,4736	93,3341
1147,4379	93,3131
1148,4021	93,2881
1149,3663	93,2532
1150,3306	93,2048
1151,2948	93,1455
1152,2590	93,0835
1153,2233	93,0288
1154,1875	92,9882
1155,1517	92,9634
1156,1160	92,9523
1157,0802	92,9516
1158,0444	92,9604
1159,0087	92,9795
1159,9729	93,0101
1160,9371	93,0512
1161,9014	93,099
1162,8656	93,1485
1163,8298	93,195
1164,7941	93,2359
1165,7583	93,2698
1166,7225	93,2952
1167,6868	93,3103
1168,6510	93,3136
1169,6152	93,3055
1170,5795	93,2891
1171,5437	93,2693
1172,5079	93,2518
1173,4722	93,2403
1174,4364	93,236
1175,4006	93,2374
1176,3649	93,2409
1177,3291	93,2421
1178,2933	93,2357
1179,2576	93,2169
1180,2218	93,1826
1181,1860	93,1329
1182,1503	93,0719
1183,1145	93,0068
1184,0787	92,945
1185,0430	92,8915
1186,0072	92,8471
1186,9714	92,8086
1187,9357	92,7714
1188,8999	92,7316
1189,8641	92,6879
1190,8284	92,6405
1191,7926	92,5904
1192,7568	92,538
1193,7211	92,4833
1194,6853	92,427
1195,6495	92,3702
1196,6138	92,3139
1197,5780	92,2572
1198,5422	92,1966
1199,5065	92,1269
1200,4707	92,0434
1201,4349	91,9442
1202,3992	91,8304
1203,3634	91,7054
1204,3276	91,5734
1205,2919	91,4382
1206,2561	91,3024
1207,2203	91,1672
1208,1846	91,0323
1209,1488	90,8958
1210,1130	90,7553
1211,0773	90,6096
1212,0415	90,4585
1213,0057	90,3021
1213,9700	90,1394
1214,9342	89,9675
1215,8984	89,7832
1216,8627	89,5865
1217,8269	89,3812
1218,7911	89,1737
1219,7554	88,9701
1220,7196	88,7737
1221,6838	88,5846
1222,6481	88,4015
1223,6123	88,223
1224,5765	88,0499
1225,5408	87,8844
1226,5050	87,7305
1227,4692	87,5938
1228,4335	87,4811
1229,3977	87,3991
1230,3619	87,3529
1231,3262	87,3452
1232,2904	87,3765
1233,2546	87,4436
1234,2189	87,536
1235,1831	87,6311
1236,1473	87,6953
1237,1116	87,6931
1238,0758	87,6057
1239,0400	87,4463
1240,0043	87,2614
1240,9685	87,1121
1241,9327	87,0437
1242,8970	87,0608
1243,8612	87,1252
1244,8254	87,1787
1245,7897	87,1758
1246,7539	87,1078
1247,7181	87,0021
1248,6824	86,9027
1249,6466	86,8458
1250,6108	86,8449
1251,5751	86,8911
1252,5393	86,9644
1253,5035	87,046
1254,4678	87,1244
1255,4320	87,1966
1256,3962	87,2655
1257,3605	87,3384
1258,3247	87,4244
1259,2889	87,5322
1260,2532	87,6662
1261,2174	87,8239
1262,1816	87,9966
1263,1459	88,1732
1264,1101	88,3443
1265,0743	88,5037
1266,0386	88,6472
1267,0028	88,7721
1267,9670	88,8766
1268,9313	88,9623
1269,8955	89,0352
1270,8597	89,1053
1271,8240	89,1828
1272,7882	89,2737
1273,7524	89,3763
1274,7167	89,4819
1275,6809	89,5782
1276,6451	89,6549
1277,6094	89,7077
1278,5736	89,7399
1279,5378	89,7606
1280,5021	89,7796
1281,4663	89,8018
1282,4305	89,8249
1283,3948	89,8404
1284,3590	89,8395
1285,3232	89,818
1286,2875	89,7797
1287,2517	89,7348
1288,2159	89,6947
1289,1802	89,6654
1290,1444	89,6441
1291,1086	89,622
1292,0729	89,5888
1293,0371	89,5391
1294,0013	89,4737
1294,9656	89,3989
1295,9298	89,3218
1296,8940	89,2471
1297,8583	89,1757
1298,8225	89,1053
1299,7867	89,0337
1300,7510	88,9599
1301,7152	88,8836
1302,6794	88,8058
1303,6437	88,7275
1304,6079	88,6495
1305,5721	88,5731
1306,5364	88,5001
1307,5006	88,4314
1308,4648	88,3665
1309,4291	88,3032
1310,3933	88,2398
1311,3575	88,1768
1312,3218	88,117
1313,2860	88,0635
1314,2502	88,0168
1315,2145	87,9738
1316,1787	87,9301
1317,1429	87,883
1318,1072	87,8343
1319,0714	87,7887
1320,0356	87,7491
1320,9999	87,7141
1321,9641	87,6796
1322,9283	87,6418
1323,8926	87,5993
1324,8568	87,552
1325,8210	87,4996
1326,7853	87,4393
1327,7495	87,3668
1328,7137	87,2786
1329,6780	87,1754
1330,6422	87,0622
1331,6064	86,9461
1332,5707	86,832
1333,5349	86,7176
1334,4991	86,5928
1335,4634	86,4418
1336,4276	86,2519
1337,3918	86,028
1338,3561	85,8057
1339,3203	85,6395
1340,2845	85,5616
1341,2488	85,5565
1342,2130	85,5818
1343,1772	85,6005
1344,1415	85,5922
1345,1057	85,5492
1346,0699	85,4725
1347,0342	85,371
1347,9984	85,2581
1348,9626	85,1464
1349,9269	85,0437
1350,8911	84,952
1351,8553	84,869
1352,8196	84,7909
1353,7838	84,7136
1354,7480	84,6341
1355,7123	84,5512
1356,6765	84,4642
1357,6407	84,3695
1358,6050	84,2564
1359,5692	84,1058
1360,5334	83,9016
1361,4977	83,6523
1362,4619	83,3964
1363,4261	83,1703
1364,3904	82,9761
1365,3546	82,7899
1366,3188	82,5888
1367,2831	82,364
1368,2473	82,1219
1369,2115	81,8763
1370,1758	81,6335
1371,1400	81,3804
1372,1042	81,0884
1373,0685	80,7388
1374,0327	80,3536
1374,9969	79,9973
1375,9612	79,7351
1376,9254	79,5942
1377,8896	79,5674
1378,8539	79,634
1379,8181	79,7707
1380,7823	79,9513
1381,7466	80,1487
1382,7108	80,3438
1383,6750	80,5334
1384,6393	80,7299
1385,6035	80,9537
1386,5677	81,2146
1387,5320	81,4803
1388,4962	81,6776
1389,4604	81,7498
1390,4247	81,7016
1391,3889	81,5827
1392,3531	81,4581
1393,3174	81,3996
1394,2816	81,4785
1395,2458	81,7308
1396,2101	82,1123
1397,1743	82,5107
1398,1385	82,8206
1399,1028	83
1400,0670	83,0665
1401,0313	83,0623
1401,9955	83,0267
1402,9597	82,9884
1403,9240	82,9686
1404,8882	82,9849
1405,8524	83,0453
1406,8167	83,1419
1407,7809	83,2609
1408,7451	83,3983
1409,7094	83,5619
1410,6736	83,7611
1411,6378	83,995
1412,6021	84,2514
1413,5663	84,5173
1414,5305	84,789
1415,4948	85,0653
1416,4590	85,339
1417,4232	85,6026
1418,3875	85,8534
1419,3517	86,0696
1420,3159	86,2089
1421,2802	86,2641
1422,2444	86,2783
1423,2086	86,3026
1424,1729	86,3604
1425,1371	86,4441
1426,1013	86,5276
1427,0656	86,5821
1428,0298	86,5857
1428,9940	86,5334
1429,9583	86,4457
1430,9225	86,3617
1431,8867	86,3195
1432,8510	86,3355
1433,8152	86,3943
1434,7794	86,453
1435,7437	86,4712
1436,7079	86,4422
1437,6721	86,3779
1438,6364	86,2843
1439,6006	86,1796
1440,5648	86,0947
1441,5291	86,0469
1442,4933	86,026
1443,4575	86,0023
1444,4218	85,9445
1445,3860	85,8328
1446,3502	85,6633
1447,3145	85,4441
1448,2787	85,1877
1449,2429	84,905
1450,2072	84,6115
1451,1714	84,3374
1452,1356	84,1217
1453,0999	83,9834
1454,0641	83,888
1455,0283	83,7415
1455,9926	83,4834
1456,9568	83,2537
1457,9210	83,2138
1458,8853	83,2062
1459,8495	83,0673
1460,8137	82,8121
1461,7780	82,4632
1462,7422	81,9715
1463,7064	81,2941
1464,6707	80,5403
1465,6349	79,981
1466,5991	79,83
1467,5634	80,1109
1468,5276	80,7588
1469,4918	81,7237
1470,4561	82,9872
1471,4203	84,54
1472,3845	86,3125
1473,3488	88,058
1474,3130	89,4353
1475,2772	90,3288
1476,2415	90,8769
1477,2057	91,2495
1478,1699	91,5416
1479,1342	91,7884
1480,0984	92,0019
1481,0626	92,191
1482,0269	92,362
1482,9911	92,5142
1483,9553	92,6403
1484,9196	92,7247
1485,8838	92,7381
1486,8480	92,6458
1487,8123	92,4618
1488,7765	92,316
1489,7407	92,3568
1490,7050	92,5487
1491,6692	92,7506
1492,6334	92,902
1493,5977	93,0083
1494,5619	93,0602
1495,5261	93,0154
1496,4904	92,853
1497,4546	92,6349
1498,4188	92,4559
1499,3831	92,3425
1500,3473	92,2901
1501,3115	92,3319
1502,2758	92,5137
1503,2400	92,8293
1504,2042	93,1583
1505,1685	93,2296
1506,1327	92,7635
1507,0969	91,9753
1508,0612	91,5267
1509,0254	91,4559
1509,9896	91,4576
1510,9539	91,4567
1511,9181	91,475
1512,8823	91,5001
1513,8466	91,4839
1514,8108	91,3877
1515,7750	91,225
1516,7393	91,0574
1517,7035	90,9371
1518,6677	90,8506
1519,6320	90,7273
1520,5962	90,5076
1521,5604	90,2078
1522,5247	89,9076
1523,4889	89,6792
1524,4531	89,5489
1525,4174	89,5037
1526,3816	89,5104
1527,3458	89,5364
1528,3101	89,5666
1529,2743	89,5987
1530,2385	89,6172
1531,2028	89,5776
1532,1670	89,4365
1533,1312	89,2162
1534,0955	89,0166
1535,0597	88,9387
1536,0239	89,0191
1536,9882	89,2106
1537,9524	89,3504
1538,9166	89,1478
1539,8809	88,3949
1540,8451	87,488
1541,8093	87,1564
1542,7736	87,3481
1543,7378	87,6447
1544,7020	87,8816
1545,6663	88,0483
1546,6305	88,1576
1547,5947	88,2214
1548,5590	88,2513
1549,5232	88,2555
1550,4874	88,2376
1551,4517	88,2047
1552,4159	88,1782
1553,3801	88,1958
1554,3444	88,2943
1555,3086	88,4745
1556,2728	88,671
1557,2371	88,7996
1558,2013	88,9406
1559,1655	89,2089
1560,1298	89,3241
1561,0940	89,1251
1562,0582	88,8075
1563,0225	88,5774
1563,9867	88,5173
1564,9509	88,612
1565,9152	88,7959
1566,8794	88,9956
1567,8436	89,1707
1568,8079	89,3301
1569,7721	89,4933
1570,7363	89,6515
1571,7006	89,7944
1572,6648	89,933
1573,6290	90,0717
1574,5933	90,195
1575,5575	90,3057
1576,5217	90,4447
1577,4860	90,6074
1578,4502	90,7335
1579,4144	90,8138
1580,3787	90,8924
1581,3429	90,9987
1582,3071	91,1233
1583,2714	91,2371
1584,2356	91,3187
1585,1998	91,3659
1586,1641	91,3894
1587,1283	91,4006
1588,0925	91,4054
1589,0568	91,4065
1590,0210	91,4063
1590,9852	91,4064
1591,9495	91,4062
1592,9137	91,4043
1593,8779	91,4019
1594,8422	91,4037
1595,8064	91,4126
1596,7706	91,4247
1597,7349	91,4293
1598,6991	91,416
1599,6633	91,3812
1600,6276	91,3307
1601,5918	91,276
1602,5560	91,2269
1603,5203	91,1836
1604,4845	91,138
1605,4487	91,0799
1606,4130	91,0025
1607,3772	90,9054
1608,3414	90,7967
1609,3057	90,6919
1610,2699	90,6078
1611,2341	90,5594
1612,1984	90,553
1613,1626	90,5691
1614,1268	90,5459
1615,0911	90,4065
1616,0553	90,1411
1617,0195	89,8405
1617,9838	89,5873
1618,9480	89,3889
1619,9122	89,2268
1620,8765	89,0755
1621,8407	88,8984
1622,8049	88,6751
1623,7692	88,431
1624,7334	88,2118
1625,6976	88,0299
1626,6619	87,8574
1627,6261	87,6618
1628,5903	87,4388
1629,5546	87,2238
1630,5188	87,0701
